Protein A (gene name)	Protein B (gene name)	PubMed ID	Source databases
Ywhae	Sirt2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc1a2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc9a3r2	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Sfswap	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Smarca2	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Sh3gl2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Smap1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Sf3b6	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc25a5-ps	16944949	"psi-mi:""MI:0463""(biogrid)"
Ywhae	Srl	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Tmod2	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Son	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Snrpb	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Serpinc1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Serpina3k	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc25a42	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Sez6l2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Serpinb9d	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Setd7	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Serping1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Sirt5	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Serpinb1a	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc4a1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Tkfc	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Shank3	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Tln1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Simc1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Sh3bgrl2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Serpinb6	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc30a1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Rps28	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Serpina6	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Serpinf2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Sgcb	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Slc4a2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Rdh10	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Sf3b5	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Sez6	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc25a11	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Serpinb9e	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Skp1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc6a3	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc4a4	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Siglec1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Clint1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc6a5	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc25a3	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Snrnp70	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Smarcc1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Smpx	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Sirpa	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc25a1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Sltm	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc25a25	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc2a4	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc39a3	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc39a14	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc38a4	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Smarca4	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Slc44a2	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Smap1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Ruvbl1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Shmt1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc1a3	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Trim32	16944949	"psi-mi:""MI:0463""(biogrid)"
Ywhae	She	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Sh3pxd2a	16944949	"psi-mi:""MI:0463""(biogrid)"
Ywhae	Sf1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Smarca4	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Slc25a3	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Smad5	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Smarcb1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slk	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slirp	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc35g1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Simc1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Sf3a1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc25a4	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Mag	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Shmt2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Skiv2l2	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Slc16a3	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ltbp4	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Sh3glb2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Rsrc1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Top2a	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Tsta3	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Tmlhe	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Thy1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Smc3	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc25a4	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Slc27a1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc30a1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Slc25a42	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Clic6	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc4a1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Tmx3	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Rpl23	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Rhox9	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc27a2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc27a5	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Sgcg	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Rexo4	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Sh3kbp1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Tmed10	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Mb	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Slc44a2	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Sh3gl1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Rpl3	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Sptb	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Slc25a22	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Rpl36a	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Rpl21	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Serpina1b	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Snu13	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Sfn	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Thap4	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Reep6	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Thop1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cluh	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Tomm70a	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Trmt1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Chil4	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Prdx4	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Hnrnpab	16615898|16944949|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Ywhae	Chchd6	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Clip1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Fam136a	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Enpep	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Atp5b	16615898|16944949	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)"
Ywhae	Meis1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Eif3e	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Hmgb1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cltc	16615898|16944949|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cntnap1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Hist1h1d	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Chchd3	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Asgr1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dimt1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cct2	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Coasy	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Ccnl2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Chl1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cox6b1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Comt	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Clptm1l	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Clip2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Clcn3	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Eif1ad	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Dysf	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cisd1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Clasp2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Clcn6	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Clcn7	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ces2g	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Hrc	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Clu	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cops6	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Champ1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cfh	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cirbp	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Il6st	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cisd2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Chl1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Ksr1	16944949	"psi-mi:""MI:0463""(biogrid)"
Ywhae	Eef2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cops3	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Chil3	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ccbl2	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Coro2a	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Chd4	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cic	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Akr7a2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Commd1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Aldh16a1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Chd1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Capns1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cox4i1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cd93	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Clybl	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Colec12	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Coq5	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ckm	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cox6a2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cisd1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Casp8ap2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Clec10a	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cndp2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Clstn1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Atp6ap2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Crym	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Coro1a	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cox17	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Commd3	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Eef1g	16615898|16944949|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0463""(biogrid)|psi-mi:""MI:0471""(MINT)"
Ywhae	Coro1b	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cpsf3l	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cops7b	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cox7a1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Col6a2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cpne1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cggbp1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ckap4	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cdh2	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Chchd10	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cluh	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cox5b	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Clip1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cmas	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cops5	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ckap5	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Col14a1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Coq6	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cfl1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Arvcf	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dynll1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cst3	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Ces2c	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Capn6	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Chp1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cyp2c39	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cdh5	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Copg1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cope	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cops4	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Copa	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cnpy2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cnn1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Coch	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dhx29	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Coro1c	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Bphl	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Coro7	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cntn1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Clybl	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Chmp4b	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Diaph1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Ceacam13	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ccl21a	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cmpk1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ciao1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Eftud2	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cox6c	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Col1a1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Atf6b	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Edc4	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Col1a2	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cdk5	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ckmt1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ccnl1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Col7a1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Ckb	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Ciapin1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Chordc1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cd34	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Chtop	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Dnaja1	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Cwc27	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cct8	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Hnrnpf	16615898	"psi-mi:""MI:0471""(MINT)"
Ywhae	Ctnna1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
Ywhae	Cndp1	16615898|16615898	"psi-mi:""MI:0471""(MINT)|psi-mi:""MI:0471""(MINT)"
